Species	Region	Strain	Sex	Replicate	Activitive_Post_30mins	Activitive_Post_1hr	Activitive_Post_2hr	Activitive_Post_4hr	Activitive_Post_24hr	uW/cm2	Date_UV	Vials_Date	Vial_Check	UV_start_(mins)	Total_MP4_Time	1st_felled	2nd_Felled	3rd_Felled	4th_felled	5th_felled	Temp_min	Temp_Max	Delta_Temp
Dyak	Mainland_Dyak	Tai18	Male	3	"1a,1b,1i,"	",2b,,"	"1a,1b,,"	"1a,,1i,"	",2b,,"	1799	12/23/2021	12/20/2021	Check	0.3	30:29:00	16.26666667	20.85	21.43333333	25.08333333	30	22	22.6	0.6
Dyak	Mainland_Dyak	Tai18	Male	4	",1b,2i,"	",1b,2i,"	",1b,3i,"	",,2i,"	",1b,,"	1799	12/23/2021	12/20/2021	Check	0.3	30:29:00	12.33333333	12.63333333	12.71666667	19.46666667	30	22	22.6	0.6
Dyak	Mainland_Dyak	NY56	Female	3	",,2i,"	",3b,,"	",3b,1i,"	",2b,2i,"	",2b,1i,"	1737	1/6/2022	1/3/2022	Check	0.333333333	30:37:00	16.46666667	16.63333334	18.28333334	20.93333334	25.65	21.7	22.4	0.7
Dyak	Mainland_Dyak	NY56	Female	4	",3b,,"	",2b,1i,"	",2b,2i,"	",3b,1i,"	",2b,2i,"	1737	1/6/2022	1/3/2022	Check	0.333333333	30:37:00	10.73333334	17.45	17.95	20.71666667	27.31666667	21.7	22.4	0.7
Dyak	Mainland_Dyak	NY56	Female	5	",,1i,"	",1b,1i,"	",1b,,"	",1b,1i,"	",1b,1i,"	1737	1/6/2022	1/3/2022	Check	0.333333333	30:37:00	7.283333334	14.15	15.58333334	19.46666667	20.88333334	21.7	22.4	0.7
Dyak	Mainland_Dyak	Tai18	Male	5	",5b,,"	",2b,3i,"	",3b,2i,"	",5b,,"	",3b,2i,"	1737	1/6/2022	1/3/2022	Check	0.333333333	30:37:00	23.78333334	26.81666667	27.11666667	29.9	29.96666667	21.7	22.4	0.7
Dyak	Mainland_Dyak	Tai6	Female	1	",3b,,"	",3b,,"	",1b,2i,"	",3b,2i,"	",1b,2i,"	1737	1/6/2022	1/3/2022	Check	0.333333333	30:37:00	13.06666667	18.53333334	22.86666667	24.06666667	29.96666667	21.7	22.4	0.7
Dyak	Mainland_Dyak	NY56	Male	2	"1a,1b,1i,"	",2b,2i,"	",2b,1i,"	",1b,3i,"	",1b,,"	1789	1/7/2022	1/4/2022	Check	0.3	30:30:00	10.76666667	17.6	19.85	19.9	29.98333333	21.4	22.3	0.9
Dyak	Mainland_Dyak	NY56	Male	3	",1b,1i,"	",3b,,"	",2b,2i,"	",3b,1i,"	",1b,,"	1789	1/7/2022	1/4/2022	Check	0.3	30:30:00	16.6	18.15	18.6	21.13333333	27.15	21.4	22.3	0.9
Dyak	Mainland_Dyak	NY56	Male	4	"0a,,,"	",,1i,"	",,2i,"	",1b,1i,"	"0a,,,"	1789	1/7/2022	1/4/2022	Check	0.3	30:30:00	13.1	13.56666667	14.35	15.71666667	21.01666667	21.4	22.3	0.9
Dyak	Mainland_Dyak	Tai6	Male	1	",1b,1i,"	",3b,,"	",2b,1i,"	",2b,,"	",2b,,"	1789	1/7/2022	1/4/2022	Check	0.3	30:30:00	7.916666667	22.08333333	26.21666667	27.41666667	29.41666667	21.4	22.3	0.9
Dyak	Mainland_Dyak	Tai6	Female	2	",,2i,"	",2b,,"	",2b,1i,"	",2b,,"	",,2i,"	1789	1/7/2022	1/4/2022	Check	0.3	30:30:00	9.366666667	17.5	18.03333333	18.03333333	19.68333333	21.4	22.3	0.9
Dyak	Mainland_Dyak	Tai6	Female	3	"2a,1b,,"	"1a,3b,,"	"1a,1b,1i,"	"2a,,2i,"	"2a,1b,,"	1770	1/10/2022	1/7/2022	Check	0.2	30:26:00	14.81666667	21.33333333	25.05	29.96666667	29.96666667	21.1	22.4	1.3
Dyak	Mainland_Dyak	Tai6	Female	4	"2a,,1i,"	"1a,2b,1i,"	"1a,2b,,"	"1a,1b,1i,"	"1a,1b,,"	1770	1/10/2022	1/7/2022	Check	0.2	30:26:00	16.08333333	17.75	29.76666667	29.96666667	29.96666667	21.1	22.4	1.3
Dyak	Mainland_Dyak	Tai6	Female	5	"2a,1b,1i,"	"2a,2b,,"	"2a,1b,1i,"	"2a,2b,,"	"2a,1b,,"	1770	1/10/2022	1/7/2022	Check	0.2	30:26:00	8.883333333	22.48333333	25.28333333	29.96666667	29.96666667	21.1	22.4	1.3
Dyak	Mainland_Dyak	Tai6	Male	2	",1b,3i,"	",4b,,"	",4b,,"	",3b,1i,"	",1b,1i,"	1770	1/10/2022	1/7/2022	Check	0.2	30:26:00	21.15	21.51666667	28.2	28.48333333	29.81666667	21.1	22.4	1.3
Dyak	Mainland_Dyak	CY28A	Female	3	",1b,1i,"	",1b,,"	",1b,2i,"	",3b,,"	"1a,1b,,"	1728	1/10/2022	1/7/2022	Check	0.35	30:37:00	18.15	21.63333333	28.75	29.96666667	29.98333333	22.3	23	0.7
Dyak	Mainland_Dyak	CY28A	Female	4	",2b,1i,"	",3b,1i,"	",3b,1i,"	",2b,2i,"	",1b,1i,"	1728	1/10/2022	1/7/2022	Check	0.35	30:37:00	24.48333333	24.98333333	27.81666667	29.66666667	29.98333333	22.3	23	0.7
Dyak	Mainland_Dyak	CY28A	Female	5	",,2i,"	",1b,1i,"	",2b,,"	",2b,,"	",,2i,"	1728	1/10/2022	1/7/2022	Check	0.35	30:37:00	19.23333333	21.2	21.86666667	22.71666667	25.21666667	22.3	23	0.7
Dyak	Mainland_Dyak	CY28A	Male	5	",3b,,"	",2b,2i,"	",4b,1i,"	",4b,1i,"	",1b,,"	1728	1/10/2022	1/7/2022	Check	0.35	30:37:00	24.1	29.26666667	29.71666667	30.15	30.15	22.3	23	0.7
Dyak	Mainland_Dyak	NY56	Male	5	",,1i,"	",,1i,"	",1b,,"	",2b,,"	",,2i,"	1728	1/10/2022	1/7/2022	Check	0.35	30:37:00	15.08333333	15.7	18.95	20.68333333	22	22.3	23	0.7
Dyak	Mainland_Dyak	Tai6	Male	4	",2b,,"	",2b,,"	",1b,2i,"	",4b,,"	",1b,1i,"	1807	1/13/2022	1/10/2022	Check	0.3	30:38:00	23.26666667	27.31666667	27.36666667	28.3	28.4	22.1	23.5	1.4
Dyak	Mainland_Dyak	Tai6	Male	5	",,2i,"	",1b,1i,"	",1b,2i,"	",3b,,"	"0a,,,"	1807	1/13/2022	1/10/2022	Check	0.3	30:38:00	16.7	23.45	27.16666667	27.76666667	28.8	22.1	23.5	1.4
Dyak	Mainland_Dyak	Tai6	Male	6	",3b,1i,"	",2b,1i,"	",2b,1i,"	",3b,,"	",,3i,"	1807	1/13/2022	1/10/2022	Check	0.3	30:38:00	23.46666667	26.51666667	28	28.53333333	29.86666667	22.1	23.5	1.4
Dyak	Mainland_Dyak	NY65	Female	1	",1b,4i,"	",2b,2i,"	",4b,,"	"1a,4b,,"	"1a,4b,,"	1807	1/13/2022	1/10/2022	Check	0.3	30:38:00	20.48333333	21.78333333	21.96666667	22.76666667	30	22.1	23.5	1.4
Dyak	Mainland_Dyak	NY65	Female	2	",2b,2i,"	",3b,2i,"	",4b,1i,"	"1a,1b,3i,"	",3b,1i,"	1768	1/20/2022	1/17/2022	Check	0.383333333	30:37:00	19.15	25.35	25.41666667	26.98333334	27.91666667	22.2	24.3	2.1
Dyak	Mainland_Dyak	NY65	Male	4	"1a,1b,,"	"1a,1b,2i,"	"1a,,2i,"	"1a,2b,,"	",3b,,"	1768	1/20/2022	1/17/2022	Check	0.383333333	30:37:00	10.88333334	11.21666667	26.8	29.11666667	30.15	22.2	24.3	2.1
Dyak	Mainland_Dyak	NY65	Male	5	"2a,,1i,"	"1a,1b,,"	"1a,1b,,"	"1a,1b,1i,"	",2b,1i,"	1768	1/20/2022	1/17/2022	Check	0.383333333	30:37:00	13.03333334	13.56666667	13.91666667	28.2	29.98333334	22.2	24.3	2.1
Dyak	Mainland_Dyak	NY65	Female	3	"2a,2b,,"	"2a,2b,1i,"	"2a,1b,,"	"1a,2b,,"	"2a,1b,1i,"	1808	1/21/2022	1/18/2022	Check	0.216666667	30:25:00	14.38333333	17.08333333	30	30	30	22.2	22.5	0.3
Dyak	Mainland_Dyak	NY65	Female	4	"1a,3b,,"	"2a,2b,,"	"2a,3b,1i,"	"2a,2b,,"	"2a,1b,1i,"	1775	1/31/2022	1/28/2022	Check	0.383333333	30:51:00	9.416666667	11.33333334	23.13333334	30.03333334	30.03333334	21.8	22.4	0.6
Dyak	Mainland_Dyak	NY65	Female	5	",2b,3i,"	"1a,1b,3i,"	",4b,1i,"	",2b,3i,"	",1b,3i,"	1714	2/4/2022	2/1/2022	Check	0.233333333	30:34:00	19.75	20.05	22.25	29.53333334	27.3	22.3	22.8	0.5
Dyak	Island_Dyak	Cascade19.16	male	4	"3a,1b,1i,"	",4b,,1d"	"1a,3b,,1d"	",4b,1i,"	"1a,2b,1i,1d"	1718	5/3/2023	5/1/2023	Check	1.066666667	31:15:00	21.66666666	29.49999999	29.99999999	29.99999999	29.99999999	19.7	20.7	1
Dyak	Island_Dyak	Cascade19.16	male	5	"2a,,2i,1d"	",2b,,3d"	"1a,,3i,1d"	",1b,2i,2d"	"1a,,2i,2d"	1718	5/3/2023	5/1/2023	Check	1.066666667	31:15:00	20.06666666	24.48333333	25.91666666	29.99999999	29.99999999	19.7	20.7	1
Dsan	Dsan	B1300.5	male	6	"4a,1b,,"	"4a,1b,,"	"3a,2b,,"	",4b,1i,"	"3a,2b,,"	1731	5/4/2023	5/2/2023	Check	0.35	30:35:00	26.86666666	29.96666666	29.96666666	29.96666666	29.96666666	20.8	21.5	0.7
Dyak	Island_Dyak	Cascade19.16	male	3	",5b,,"	",4b,1i,"	",4b,,1d"	",5b,,"	",5b,,"	1731	5/4/2023	5/2/2023	Check	0.35	30:35:00	22.01666666	26.61666666	29.96666666	29.96666666	29.96666666	20.8	21.5	0.7
